general-id,mod,is_meta,comment-body,side,category
62,1,False,Poder mantener el número de teléfono celular aunque se cambie de empresa es un derecho,NO,TELECOMUNICACIONES
63,-1,False,Está bien definir la educación terciaria como aquella que requiere como condición de ingreso haber finalizado la educación media superior o acreditar los saberes y competencias correspondientes. Puede o no ser de carácter universitario,SI,EDUCACION
64,-1,False,No es necesario especificar en su definición a la educación terciaria como aquella que profundiza y amplía la formación en alguna rama del conocimiento,NO,EDUCACION
65,-1,False,Exigir que las personas que tienen terrenos de Colonización vivan en ese predio no es algo importante y limita las libertades de esas personas,NO,AGROPECUARIO
66,-1,False,Eliminar las orientaciones de los bachilleratos y simplificar las alternativas en educación media genera un retroceso en derechos y oportunidades especialmente para estudiantes de educación pública,SI,EDUCACION
67,1,False,"La educación técnico-profesional debe ofrecerse sólo para mayores de 15 años. Es necesario que la educación sea básica, amplia y compartida hasta los 14 años",SI,EDUCACION
68,1,False,"Sancionar a las personas en situación de calle si no se retiran de donde están inmediatamente, es violento e innecesario",SI,SEGURIDAD
5,-1,False,"Un Juez de Familia debería poder resolver la selección de una familia para adoptar un niño, sin pasar por el proceso de selección de INAU porque esto agiliza el proceso de adopción",NO,ADOPCIONES
34,-1,False,"Debería permitirse el ingreso a la educación terciaria si se acreditan los saberes y competencias correspondientes, aún sin haber finalizado la educación media superior",NO,EDUCACION
42,-1,False,Cuando un policía o militar repele una agresión contra él o un tercero debería estar totalmente protegido por la ley más allá de lo que suceda,NO,SEGURIDAD
56,-1,False,Es importante exigir que las personas que tienen terrenos de Colonización vivan en el predio. De lo contrario Colonización dejaría de tener sentido ya que no se seguiría aplicando su objetivo principal,SI,AGROPECUARIO
59,-1,False,Permitir el ingreso a la educación terciaria a personas que no finalizaron la educación media superior es positivo porque permite validar saberes y competencias y que continúen su formación,NO,EDUCACION
69,1,False,Es correcto que el Gobierno de turno tenga más potestades en la definición de políticas educativas y la formación de educadores,NO,EDUCACION
70,-1,False,Es correcto que se limite la autonomía de la Udelar y UTEC quitándoles la potestad de revalidar títulos universitarios,NO,EDUCACION
71,1,False,La participación de los docentes en la definición de la política educativa dificulta llevar adelante los cambios que la educación necesita,NO,EDUCACION
72,1,False,Habilitar la educación en el ámbito de los hogares afecta el carácter integrador que tiene encontrarse con otros y otras en un centro educativo,SI,EDUCACION
73,1,False,Flexibilizar controles financieros a las grandes sumas de dinero facilita operaciones de narcotráfico y lavado,SI,ECONOMÍA
74,1,False,Creo que los cambios que introdujo la LUC mejoraron la seguridad,NO,SEGURIDAD
75,1,False,"Poder detener a personas por ""hechos de apariencia delictiva"" por ley fomenta una cultura de discriminación y violencia",SI,SEGURIDAD
76,1,False,"Que al término del contrato de alquiler se reduzca a 30 días el plazo para decidir si renovar el contrato castiga a los ""buenos pagadores"" y vulnera el derecho a la vivienda",SI,VIVIENDA
77,1,False,Durante los procesos de adopción hay que priorizar las garantías de niños y niñas antes que la velocidad del proceso,SI,ADOPCIONES
78,1,False,Muchos de los artículos de la LUC no deberían haber sido tratados en forma urgente sino con los tiempos de las leyes comunes,SI,FORMA
79,1,False,"El uso de  herramientas, como el referéndum, para corregir medidas del gobierno de turno es democrático",SI,FORMA
80,1,True,"Creo que el referéndum, aunque sea obligatorio, no me afecta directamente",-,META
81,1,False,"Promover el referéndum contra 135 arts. de la LUC es ""no dejar gobernar""",NO,FORMA
82,1,True,"Considero que los políticos, o las campañas, pueden hacerme cambiar de opinión",-,META
17,1,False,El Estado debería poder elegir si pagar a sus proveedores en efectivo o a través de bancos,NO,ECONOMÍA
